identity_key,reading_type,reading_name,source_label,display_ref,canonical_mt_ref,canonical_lxx_ref,source_convention,canonicalization_confidence,canonicalization_note,spans_json
rid_df811cff75c8edc4bb8c,scripture,,1Cor 5:9-6,1Cor 5:9-6,1Cor 5:9-6,1Cor 5:9-6,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 5:9-6"", ""canonical_mt_ref"": ""1Cor 5:9-6"", ""chapter_end"": 5, ""chapter_start"": 5, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 5:9-6"", ""validation_basis"": """", ""verse_end"": 6, ""verse_start"": 9}]"
rid_2f5976122a242568f030,scripture,,1Cor 5:9-6:5,1Cor 5:9-6:5,1Cor 5:9-6:5,1Cor 5:9-6:5,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 5:9-6:5"", ""canonical_mt_ref"": ""1Cor 5:9-6:5"", ""chapter_end"": 6, ""chapter_start"": 5, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 5:9-6:5"", ""validation_basis"": """", ""verse_end"": 5, ""verse_start"": 9}]"
rid_f6ee7b4e473ac900f543,scripture,,1Cor 6:1-11,1Cor 6:1-11,1Cor 6:1-11,1Cor 6:1-11,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 6:1-11"", ""canonical_mt_ref"": ""1Cor 6:1-11"", ""chapter_end"": 6, ""chapter_start"": 6, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 6:1-11"", ""validation_basis"": """", ""verse_end"": 11, ""verse_start"": 1}]"
rid_f85135c36849a6eee6a4,scripture,,1Cor 7:12-14,1Cor 7:12-14,1Cor 7:12-14,1Cor 7:12-14,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 7:12-14"", ""canonical_mt_ref"": ""1Cor 7:12-14"", ""chapter_end"": 7, ""chapter_start"": 7, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 7:12-14"", ""validation_basis"": """", ""verse_end"": 14, ""verse_start"": 12}]"
rid_46fe0b240edbe15252f4,scripture,,1Cor 9:1-27,1Cor 9:1-27,1Cor 9:1-27,1Cor 9:1-27,modern_english_reference,high,,"[{""book"": ""1Cor"", ""canonical_lxx_ref"": ""1Cor 9:1-27"", ""canonical_mt_ref"": ""1Cor 9:1-27"", ""chapter_end"": 9, ""chapter_start"": 9, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Cor 9:1-27"", ""validation_basis"": """", ""verse_end"": 27, ""verse_start"": 1}]"
rid_b690e32a49271d81b7b9,scripture,,1Jn 1:1-10,1Jn 1:1-10,1Jn 1:1-10,1Jn 1:1-10,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 1:1-10"", ""canonical_mt_ref"": ""1Jn 1:1-10"", ""chapter_end"": 1, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 1:1-10"", ""validation_basis"": """", ""verse_end"": 10, ""verse_start"": 1}]"
rid_b3d91bd1cd5ea508bb03,scripture,,1Jn 1:1-2:2,1Jn 1:1-2:2,1Jn 1:1-2:2,1Jn 1:1-2:2,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 1:1-2:2"", ""canonical_mt_ref"": ""1Jn 1:1-2:2"", ""chapter_end"": 2, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 1:1-2:2"", ""validation_basis"": """", ""verse_end"": 2, ""verse_start"": 1}]"
rid_1e72a879101abc8d9c9a,scripture,,1Jn 1:1-2:6,1Jn 1:1-2:6,1Jn 1:1-2:6,1Jn 1:1-2:6,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 1:1-2:6"", ""canonical_mt_ref"": ""1Jn 1:1-2:6"", ""chapter_end"": 2, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 1:1-2:6"", ""validation_basis"": """", ""verse_end"": 6, ""verse_start"": 1}]"
rid_c705735174a527de6608,scripture,,1Jn 1:1-7,1Jn 1:1-7,1Jn 1:1-7,1Jn 1:1-7,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 1:1-7"", ""canonical_mt_ref"": ""1Jn 1:1-7"", ""chapter_end"": 1, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 1:1-7"", ""validation_basis"": """", ""verse_end"": 7, ""verse_start"": 1}]"
rid_893a8d2b7f2960f8610b,scripture,,1Jn 1:6-10,1Jn 1:6-10,1Jn 1:6-10,1Jn 1:6-10,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 1:6-10"", ""canonical_mt_ref"": ""1Jn 1:6-10"", ""chapter_end"": 1, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 1:6-10"", ""validation_basis"": """", ""verse_end"": 10, ""verse_start"": 6}]"
rid_b9ddd2319b9e55d2f689,scripture,,1Jn 1:8-2,1Jn 1:8-2,1Jn 1:8-2,1Jn 1:8-2,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 1:8-2"", ""canonical_mt_ref"": ""1Jn 1:8-2"", ""chapter_end"": 1, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 1:8-2"", ""validation_basis"": """", ""verse_end"": 2, ""verse_start"": 8}]"
rid_347277fe1850e104a850,scripture,,1Jn 1:8-2:11,1Jn 1:8-2:11,1Jn 1:8-2:11,1Jn 1:8-2:11,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 1:8-2:11"", ""canonical_mt_ref"": ""1Jn 1:8-2:11"", ""chapter_end"": 2, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 1:8-2:11"", ""validation_basis"": """", ""verse_end"": 11, ""verse_start"": 8}]"
rid_cd639794f64b112d5829,scripture,,1Jn 2:1-11,1Jn 2:1-11,1Jn 2:1-11,1Jn 2:1-11,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:1-11"", ""canonical_mt_ref"": ""1Jn 2:1-11"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:1-11"", ""validation_basis"": """", ""verse_end"": 11, ""verse_start"": 1}]"
rid_80fd071d87f216323929,scripture,,1Jn 2:1-2,1Jn 2:1-2,1Jn 2:1-2,1Jn 2:1-2,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:1-2"", ""canonical_mt_ref"": ""1Jn 2:1-2"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:1-2"", ""validation_basis"": """", ""verse_end"": 2, ""verse_start"": 1}]"
rid_b96ebb46849ea8d4d7a6,scripture,,1Jn 2:1-6,1Jn 2:1-6,1Jn 2:1-6,1Jn 2:1-6,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:1-6"", ""canonical_mt_ref"": ""1Jn 2:1-6"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:1-6"", ""validation_basis"": """", ""verse_end"": 6, ""verse_start"": 1}]"
rid_4d4c17da9754f1d02750,scripture,,1Jn 2:11-14,1Jn 2:11-14,1Jn 2:11-14,1Jn 2:11-14,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:11-14"", ""canonical_mt_ref"": ""1Jn 2:11-14"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:11-14"", ""validation_basis"": """", ""verse_end"": 14, ""verse_start"": 11}]"
rid_da3f9c67537cd2a136ce,scripture,,1Jn 2:12-17,1Jn 2:12-17,1Jn 2:12-17,1Jn 2:12-17,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:12-17"", ""canonical_mt_ref"": ""1Jn 2:12-17"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:12-17"", ""validation_basis"": """", ""verse_end"": 17, ""verse_start"": 12}]"
rid_a82b74ea228af1bd0760,scripture,,1Jn 2:15-17,1Jn 2:15-17,1Jn 2:15-17,1Jn 2:15-17,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:15-17"", ""canonical_mt_ref"": ""1Jn 2:15-17"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:15-17"", ""validation_basis"": """", ""verse_end"": 17, ""verse_start"": 15}]"
rid_d810dd097b360cff60f5,scripture,,1Jn 2:18-23,1Jn 2:18-23,1Jn 2:18-23,1Jn 2:18-23,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:18-23"", ""canonical_mt_ref"": ""1Jn 2:18-23"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:18-23"", ""validation_basis"": """", ""verse_end"": 23, ""verse_start"": 18}]"
rid_696916fcbc6979e74318,scripture,,1Jn 2:20-25,1Jn 2:20-25,1Jn 2:20-25,1Jn 2:20-25,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:20-25"", ""canonical_mt_ref"": ""1Jn 2:20-25"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:20-25"", ""validation_basis"": """", ""verse_end"": 25, ""verse_start"": 20}]"
rid_b89a7970dc44d4f71f7d,scripture,,1Jn 2:20-3,1Jn 2:20-3,1Jn 2:20-3,1Jn 2:20-3,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:20-3"", ""canonical_mt_ref"": ""1Jn 2:20-3"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:20-3"", ""validation_basis"": """", ""verse_end"": 3, ""verse_start"": 20}]"
rid_97d22e8250aef5cae55e,scripture,,1Jn 2:20-3:1,1Jn 2:20-3:1,1Jn 2:20-3:1,1Jn 2:20-3:1,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:20-3:1"", ""canonical_mt_ref"": ""1Jn 2:20-3:1"", ""chapter_end"": 3, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:20-3:1"", ""validation_basis"": """", ""verse_end"": 1, ""verse_start"": 20}]"
rid_81712d2b5f55578e5151,scripture,,1Jn 2:21-25,1Jn 2:21-25,1Jn 2:21-25,1Jn 2:21-25,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:21-25"", ""canonical_mt_ref"": ""1Jn 2:21-25"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:21-25"", ""validation_basis"": """", ""verse_end"": 25, ""verse_start"": 21}]"
rid_53c2e49fc34b7d7be8fb,scripture,,1Jn 2:24-29,1Jn 2:24-29,1Jn 2:24-29,1Jn 2:24-29,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:24-29"", ""canonical_mt_ref"": ""1Jn 2:24-29"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:24-29"", ""validation_basis"": """", ""verse_end"": 29, ""verse_start"": 24}]"
rid_0880656d4d5e6d077175,scripture,,1Jn 2:24-33,1Jn 2:24-33,1Jn 2:24-33,1Jn 2:24-33,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:24-33"", ""canonical_mt_ref"": ""1Jn 2:24-33"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:24-33"", ""validation_basis"": """", ""verse_end"": 33, ""verse_start"": 24}]"
rid_82ad1abb09570e9f512c,scripture,,1Jn 2:26-29,1Jn 2:26-29,1Jn 2:26-29,1Jn 2:26-29,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:26-29"", ""canonical_mt_ref"": ""1Jn 2:26-29"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:26-29"", ""validation_basis"": """", ""verse_end"": 29, ""verse_start"": 26}]"
rid_e3e36fef9164ed5a2cbb,scripture,,1Jn 2:26-3:1,1Jn 2:26-3:1,1Jn 2:26-3:1,1Jn 2:26-3:1,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:26-3:1"", ""canonical_mt_ref"": ""1Jn 2:26-3:1"", ""chapter_end"": 3, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:26-3:1"", ""validation_basis"": """", ""verse_end"": 1, ""verse_start"": 26}]"
rid_5bd7338f641fb5d7dbc0,scripture,,1Jn 2:7-10,1Jn 2:7-10,1Jn 2:7-10,1Jn 2:7-10,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:7-10"", ""canonical_mt_ref"": ""1Jn 2:7-10"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:7-10"", ""validation_basis"": """", ""verse_end"": 10, ""verse_start"": 7}]"
rid_d645179dd4d1959e51bc,scripture,,1Jn 2:7-11,1Jn 2:7-11,1Jn 2:7-11,1Jn 2:7-11,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:7-11"", ""canonical_mt_ref"": ""1Jn 2:7-11"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:7-11"", ""validation_basis"": """", ""verse_end"": 11, ""verse_start"": 7}]"
rid_d0773605571eaf6c33a8,scripture,,1Jn 2:7-17,1Jn 2:7-17,1Jn 2:7-17,1Jn 2:7-17,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 2:7-17"", ""canonical_mt_ref"": ""1Jn 2:7-17"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 2:7-17"", ""validation_basis"": """", ""verse_end"": 17, ""verse_start"": 7}]"
rid_01e603002a1f96667f8e,scripture,,1Jn 3:1,1Jn 3:1,1Jn 3:1,1Jn 3:1,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 3:1"", ""canonical_mt_ref"": ""1Jn 3:1"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 3:1"", ""validation_basis"": """", ""verse_end"": 1, ""verse_start"": 1}]"
rid_90713945b50f430da174,scripture,,1Jn 3:1-11,1Jn 3:1-11,1Jn 3:1-11,1Jn 3:1-11,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 3:1-11"", ""canonical_mt_ref"": ""1Jn 3:1-11"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 3:1-11"", ""validation_basis"": """", ""verse_end"": 11, ""verse_start"": 1}]"
rid_0cef17c76c8839d40caf,scripture,,1Jn 3:1-3,1Jn 3:1-3,1Jn 3:1-3,1Jn 3:1-3,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 3:1-3"", ""canonical_mt_ref"": ""1Jn 3:1-3"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 3:1-3"", ""validation_basis"": """", ""verse_end"": 3, ""verse_start"": 1}]"
rid_5d145ecd536bea633074,scripture,,1Jn 3:13-17,1Jn 3:13-17,1Jn 3:13-17,1Jn 3:13-17,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 3:13-17"", ""canonical_mt_ref"": ""1Jn 3:13-17"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 3:13-17"", ""validation_basis"": """", ""verse_end"": 17, ""verse_start"": 13}]"
rid_ba503556ad7f6977bbd8,scripture,,1Jn 3:13-24,1Jn 3:13-24,1Jn 3:13-24,1Jn 3:13-24,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 3:13-24"", ""canonical_mt_ref"": ""1Jn 3:13-24"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 3:13-24"", ""validation_basis"": """", ""verse_end"": 24, ""verse_start"": 13}]"
rid_f7d7caf242d3006f76a4,scripture,,1Jn 3:18-24,1Jn 3:18-24,1Jn 3:18-24,1Jn 3:18-24,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 3:18-24"", ""canonical_mt_ref"": ""1Jn 3:18-24"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 3:18-24"", ""validation_basis"": """", ""verse_end"": 24, ""verse_start"": 18}]"
rid_ccb7ce24e88e7a11dc63,scripture,,1Jn 3:2-11,1Jn 3:2-11,1Jn 3:2-11,1Jn 3:2-11,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 3:2-11"", ""canonical_mt_ref"": ""1Jn 3:2-11"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 3:2-11"", ""validation_basis"": """", ""verse_end"": 11, ""verse_start"": 2}]"
rid_cda7a7dab0ae08570cee,scripture,,1Jn 3:2-3,1Jn 3:2-3,1Jn 3:2-3,1Jn 3:2-3,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 3:2-3"", ""canonical_mt_ref"": ""1Jn 3:2-3"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 3:2-3"", ""validation_basis"": """", ""verse_end"": 3, ""verse_start"": 2}]"
rid_37ec41a9fb6f2c0f9a03,scripture,,1Jn 3:21-24,1Jn 3:21-24,1Jn 3:21-24,1Jn 3:21-24,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 3:21-24"", ""canonical_mt_ref"": ""1Jn 3:21-24"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 3:21-24"", ""validation_basis"": """", ""verse_end"": 24, ""verse_start"": 21}]"
rid_cafb1a1e6e85ca73aacf,scripture,,1Jn 3:8-12,1Jn 3:8-12,1Jn 3:8-12,1Jn 3:8-12,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 3:8-12"", ""canonical_mt_ref"": ""1Jn 3:8-12"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 3:8-12"", ""validation_basis"": """", ""verse_end"": 12, ""verse_start"": 8}]"
rid_8298bbf3ead4192ae255,scripture,,1Jn 4:1-14,1Jn 4:1-14,1Jn 4:1-14,1Jn 4:1-14,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 4:1-14"", ""canonical_mt_ref"": ""1Jn 4:1-14"", ""chapter_end"": 4, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 4:1-14"", ""validation_basis"": """", ""verse_end"": 14, ""verse_start"": 1}]"
rid_8cef5058bc177e4edc6a,scripture,,1Jn 4:1-6,1Jn 4:1-6,1Jn 4:1-6,1Jn 4:1-6,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 4:1-6"", ""canonical_mt_ref"": ""1Jn 4:1-6"", ""chapter_end"": 4, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 4:1-6"", ""validation_basis"": """", ""verse_end"": 6, ""verse_start"": 1}]"
rid_b6b14c1860efda1f3a09,scripture,,1Jn 4:11-17,1Jn 4:11-17,1Jn 4:11-17,1Jn 4:11-17,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 4:11-17"", ""canonical_mt_ref"": ""1Jn 4:11-17"", ""chapter_end"": 4, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 4:11-17"", ""validation_basis"": """", ""verse_end"": 17, ""verse_start"": 11}]"
rid_60a1f221c963977cef83,scripture,,1Jn 4:11-21,1Jn 4:11-21,1Jn 4:11-21,1Jn 4:11-21,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 4:11-21"", ""canonical_mt_ref"": ""1Jn 4:11-21"", ""chapter_end"": 4, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 4:11-21"", ""validation_basis"": """", ""verse_end"": 21, ""verse_start"": 11}]"
rid_fa457d1f062cf24b6d4a,scripture,,1Jn 4:15-19,1Jn 4:15-19,1Jn 4:15-19,1Jn 4:15-19,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 4:15-19"", ""canonical_mt_ref"": ""1Jn 4:15-19"", ""chapter_end"": 4, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 4:15-19"", ""validation_basis"": """", ""verse_end"": 19, ""verse_start"": 15}]"
rid_d1242fbca8a53cf0c15a,scripture,,1Jn 4:15-21,1Jn 4:15-21,1Jn 4:15-21,1Jn 4:15-21,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 4:15-21"", ""canonical_mt_ref"": ""1Jn 4:15-21"", ""chapter_end"": 4, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 4:15-21"", ""validation_basis"": """", ""verse_end"": 21, ""verse_start"": 15}]"
rid_d95947cf2246bd112ea3,scripture,,1Jn 4:15-5,1Jn 4:15-5,1Jn 4:15-5,1Jn 4:15-5,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 4:15-5"", ""canonical_mt_ref"": ""1Jn 4:15-5"", ""chapter_end"": 4, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 4:15-5"", ""validation_basis"": """", ""verse_end"": 5, ""verse_start"": 15}]"
rid_996ec0e8177db2891916,scripture,,1Jn 4:15-5:1,1Jn 4:15-5:1,1Jn 4:15-5:1,1Jn 4:15-5:1,modern_english_reference,high,,"[{""book"": ""1Jn"", ""canonical_lxx_ref"": ""1Jn 4:15-5:1"", ""canonical_mt_ref"": ""1Jn 4:15-5:1"", ""chapter_end"": 5, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""1Jn 4:15-5:1"", ""validation_basis"": """", ""verse_end"": 1, ""verse_start"": 15}]"
