day_title,service_hour,identity_key,display_ref,lifecycle_status,current_status,removed_marker,source_authority_tier,source_titles,source_editions,source_locators,attestation_bucket,current_authority,valid_from,valid_to,derivation,attesting_sources
Great Thursday,Eleventh Hour,rid_03fafca6599b3a156cd0,Isa 52:13-53:12,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 109; source_ref=Isa 52:13-53:12,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Eleventh Hour,rid_3c8ee31a9b4d60c55f7e,Zech 12:11-14,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 111; source_ref=Zech 12:11-14; Zech 13:1-9; Zech 14:1-4; Zech 14:6-9,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Eleventh Hour,rid_6275cd3bdf99db46179c,Jn 13:21-30,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 112; source_ref=Ps 50:17,18; John 13:21-30",single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Eleventh Hour,rid_79857e7508f3b340e030,Zech 14:1-4,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 111; source_ref=Zech 12:11-14; Zech 13:1-9; Zech 14:1-4; Zech 14:6-9,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Eleventh Hour,rid_8bb8c23943892befc28a,Zech 14:6-9,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 111; source_ref=Zech 12:11-14; Zech 13:1-9; Zech 14:1-4; Zech 14:6-9,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Eleventh Hour,rid_9830b2bdd818213f8ed8,"Zech 12:11-14:3,14:6-9",historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text","out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 11882; source_ref=Zech 12:11-14:3,14:6-9",old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Eleventh Hour,rid_ac1428ed452811b5d729,Ps 50:17-18 (LXX Ps 49:17-18),candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 112; source_ref=Ps 50:17,18; John 13:21-30",single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Eleventh Hour,rid_c07f2d7123e4d534e97d,Isa 19:19-25,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 110; source_ref=Isa 19:19-25,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Eleventh Hour,rid_d035c3e81a697c85dbd0,Zech 13:1-9,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 111; source_ref=Zech 12:11-14; Zech 13:1-9; Zech 14:1-4; Zech 14:6-9,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,First Hour,rid_191a72ac88bd1c4d0822,Exod 17:8-16,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 88; source_ref=Exod 17:8-16,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,First Hour,rid_1ff72330fa7eb181c3b0,Lk 22:7-13,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 93; source_ref=Ps 55:21,12; Luke 22:7-13",single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,First Hour,rid_5d8c3d9ac563f4f03e39,Exod 15:23-16:3,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 9373; source_ref=Exod 15:23-16:3,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,First Hour,rid_7002fcf1a7d6c8d16f97,Isa 58:1-11,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 9429; source_ref=Isa 58:1-11,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,First Hour,rid_7397ed77b1c667a984cd,Exod 15:22-16:3,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 89; source_ref=Exod 15:22-16:3,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,First Hour,rid_9397f57ff763d3a220e3,Acts 1:15-20,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 92; source_ref=Acts 1:15-20,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,First Hour,rid_9ecc8c399393c3ead32d,Ezek 18:20-32,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 91; source_ref=Ezek 18:20-32,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,First Hour,rid_bead7107aacfe0ce9e81,Isa 58:1-9,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 90; source_ref=Isa 58:1-9,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,First Hour,rid_de17044db159b36da2c9,"Ps 55:12,55:21 (LXX Ps 54:12; Ps 54:21)",candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 93; source_ref=Ps 55:21,12; Luke 22:7-13",single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Liturgy of Blessing of the Water,rid_0835e229a159266e1b48,Jn 13:1-17,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10973; source_ref=Jn 13:1-17,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Liturgy of Blessing of the Water,rid_1f622641fffc8ac04b85,Ezek 47:1-9,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10823; source_ref=Ezek 47:1-9,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Liturgy of Blessing of the Water,rid_2159320effb3da6bddcb,Isa 55:1-56:1,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10774; source_ref=Isa 55:1-56:1,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Liturgy of Blessing of the Water,rid_5cd67675f32c75db9167,1Tim 4:9-5:10,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10904; source_ref=1Tim 4:9-5:10,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Liturgy of Blessing of the Water,rid_8d1cd43d499e5e040ff1,Gen 18:1-23,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 108; source_ref=Gen 18:1-23,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Liturgy of Blessing of the Water,rid_96d87f4353e3c1832d01,"Ps 51:7,51:10 (LXX Ps 50:7; Ps 50:10)",historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text","out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10949; source_ref=Ps 51:7,51:10",old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Liturgy of Blessing of the Water,rid_c685890b74f9cd39b3d5,Ezek 36:25-29,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10802; source_ref=Ezek 36:25-29,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Liturgy of Blessing of the Water,rid_f3a1ac3a67cfbdaf1456,Isa 4:2-4,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10741; source_ref=Isa 4:2-4,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Liturgy of Blessing of the Water,rid_f5bab1a621383392ade1,Prov 9:1-11,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10693; source_ref=Prov 9:1-11,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Ninth Hour,rid_1cc3bd69010af9825fa2,Gen 22:1-19,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 103; source_ref=Gen 22:1-19,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Ninth Hour,rid_3f14d571baf20d8570ae,Ps 23:1-2 (LXX Ps 22:1-2),candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 107; source_ref=Ps 23:1,2; Matt 26:17-19",single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Ninth Hour,rid_70f5df2017474bb92728,Isa 61:1-7,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 104; source_ref=Isa 61:1-7,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Ninth Hour,rid_9bfffc9b854f3b3e550c,Gen 14:17-20,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 105; source_ref=Gen 14:17-20,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Ninth Hour,rid_a3e2c8af7f4595282adb,Matt 26:17-19,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 107; source_ref=Ps 23:1,2; Matt 26:17-19",single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Ninth Hour,rid_c1d60b035931158ae984,Ps 41:5-7 (LXX Ps 40:6-8),historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10446; source_ref=Ps 41:5-7,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Ninth Hour,rid_e14a8c6fa7cab6a53d85,Isa 61:1-6,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10294; source_ref=Isa 61:1-6,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Ninth Hour,rid_ee62ed11065129a5f12c,Matt 26:3-16,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10462; source_ref=Matt 26:3-16,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Ninth Hour,rid_eea6aa8f3a611b69760d,Job 27:2-28:13,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 106; source_ref=Job 27:2-28:13,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Sixth Hour,rid_0460146cc97bb65878fc,"Ps 31:13,31:18 (LXX Ps 30:13; Ps 30:18)",candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 102; source_ref=Ps 31:18,13; Mark 14:12-16",single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Sixth Hour,rid_1cb2d1b2c02e66478268,Jer 7:2-15,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10028; source_ref=Jer 7:2-15,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Sixth Hour,rid_3494c221c851bd7abef8,Ezek 20:39-44,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 100; source_ref=Ezek 20:39-44,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Sixth Hour,rid_95b8bc94505475351957,Sir 23:7-14,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 10103; source_ref=Sir 23:7-14,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Sixth Hour,rid_96f759a6c378438099f0,Wis 12:13-13:1,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 101; source_ref=Wis 12:13-13:1,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Sixth Hour,rid_a284b3c1bdcb5a87067f,Mark 14:12-16,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 102; source_ref=Ps 31:18,13; Mark 14:12-16",single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Sixth Hour,rid_f231e32d73929615cd22,Exod 7:2-15,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 99; source_ref=Exod 7:2-15,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Third Hour,rid_1651b2a930115b2681ea,Zech 10:1-2,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 96; source_ref=Zech 9:11-14; Zech 10:1-2,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Third Hour,rid_21c8b4621845f47779c3,Prov 30:2-6,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 9897; source_ref=Prov 30:2-6,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday,Third Hour,rid_358e39ca423031cc9ba2,Exod 32:30-33:5,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 94; source_ref=Exod 32:30-33:5,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Third Hour,rid_49a5e8e3dbaed635b621,Zech 9:11-14,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 96; source_ref=Zech 9:11-14; Zech 10:1-2,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Third Hour,rid_618ab50f3a40a058d9e6,Sir 24:1-11,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 95; source_ref=Sir 24:1-11,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Third Hour,rid_848c8fc9d17938a036f1,"Prov 4:4-27,5:1-4",candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 97; source_ref=Prov 4:4-5:4,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Third Hour,rid_975be8b876f7b879a34b,"Ps 94:21,94:23 (LXX Ps 93:21; Ps 93:23)",candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 98; source_ref=Ps 94:21,23; Matt 26:17-19",single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday,Third Hour,rid_a3e2c8af7f4595282adb,Matt 26:17-19,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 98; source_ref=Ps 94:21,23; Matt 26:17-19",single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday Eve,Eleventh Hour,rid_16337d9b7cbd88ba893e,Jer 8:4-9,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 9194; source_ref=Jer 8:4-9,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
Great Thursday Eve,Eleventh Hour,rid_23f384e2033d8d427492,Mark 14:55-72,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 123; source_ref=Ps 2:1-5; Matt 26:59-75; Mark 14:55-72; Luke 22:56-65; John 18:15-27,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday Eve,Eleventh Hour,rid_36c4d61e50be4ea3e396,Jn 18:15-27,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 123; source_ref=Ps 2:1-5; Matt 26:59-75; Mark 14:55-72; Luke 22:56-65; John 18:15-27,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday Eve,Eleventh Hour,rid_508ef855fc183ab65082,Ps 2:1-5,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 123; source_ref=Ps 2:1-5; Matt 26:59-75; Mark 14:55-72; Luke 22:56-65; John 18:15-27,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday Eve,Eleventh Hour,rid_d0c31ecd81d3e2ebb47a,Isa 27:11-28:15,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 122; source_ref=Isa 27:11-28:15,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday Eve,Eleventh Hour,rid_d17124a46d930986c11b,Matt 26:59-75,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 123; source_ref=Ps 2:1-5; Matt 26:59-75; Mark 14:55-72; Luke 22:56-65; John 18:15-27,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday Eve,Eleventh Hour,rid_d6c8e6988b3a6d0846fb,Lk 22:56-65,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 123; source_ref=Ps 2:1-5; Matt 26:59-75; Mark 14:55-72; Luke 22:56-65; John 18:15-27,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday Eve,First Hour,rid_11318755d7e7bb01e045,Jer 8:17-9:6,candidate_current_pending_current_authority_check,current_working_source_not_coptic_reader_checked,,working_local_source,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 113; source_ref=Jer 8:17-9:6,single_source_candidate,no scoped current authority confirmation,undated,,single_source_candidate,katameros_api_sqlite
Great Thursday Eve,First Hour,rid_6627b953cbdb71691206,Ezek 43:5-11,historical_or_removed,historical_witness,,historical_printed_witness,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 8540; source_ref=Ezek 43:5-11,old_edition_only,historical source is witness only,historical witness,before current Coptic Reader fixture where fixture applies,old_edition_only,st_mary_ottawa_pascha
