book,book_abbrev,chapter,verse_start,verse_end,raw_segment,normalized_segment,canonical_segment,source,source_table,source_type,cycle,day_key,month_number,month_name,day,week,day_of_week,day_name,season,other,reading_slot,raw_ref,normalized_ref
Proverbs,Prov,3,19,35,20.3:19-35*,Prov 3:19-35,Prov 3:19-35,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 2,,,,5,2,,Lenten Tune ,,prophecy,4.10:35-36*@+4.11:1-35@20.3:19-35*@+20.4:1-9@23.40:1-8@18.25:1-6*@+18.26:1-14,Num 10:35-36; Num 11:1-35; Prov 3:19-35; Prov 4:1-9; Isa 40:1-8; Job 25:1-6; Job 26:1-14
Proverbs,Prov,4,1,9,20.4:1-9,Prov 4:1-9,Prov 4:1-9,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 2,,,,5,2,,Lenten Tune ,,prophecy,4.10:35-36*@+4.11:1-35@20.3:19-35*@+20.4:1-9@23.40:1-8@18.25:1-6*@+18.26:1-14,Num 10:35-36; Num 11:1-35; Prov 3:19-35; Prov 4:1-9; Isa 40:1-8; Job 25:1-6; Job 26:1-14
Isaiah,Isa,40,1,8,23.40:1-8,Isa 40:1-8,Isa 40:1-8,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 2,,,,5,2,,Lenten Tune ,,prophecy,4.10:35-36*@+4.11:1-35@20.3:19-35*@+20.4:1-9@23.40:1-8@18.25:1-6*@+18.26:1-14,Num 10:35-36; Num 11:1-35; Prov 3:19-35; Prov 4:1-9; Isa 40:1-8; Job 25:1-6; Job 26:1-14
Job,Job,25,1,6,18.25:1-6*,Job 25:1-6,Job 25:1-6,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 2,,,,5,2,,Lenten Tune ,,prophecy,4.10:35-36*@+4.11:1-35@20.3:19-35*@+20.4:1-9@23.40:1-8@18.25:1-6*@+18.26:1-14,Num 10:35-36; Num 11:1-35; Prov 3:19-35; Prov 4:1-9; Isa 40:1-8; Job 25:1-6; Job 26:1-14
Job,Job,26,1,14,18.26:1-14,Job 26:1-14,Job 26:1-14,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 2,,,,5,2,,Lenten Tune ,,prophecy,4.10:35-36*@+4.11:1-35@20.3:19-35*@+20.4:1-9@23.40:1-8@18.25:1-6*@+18.26:1-14,Num 10:35-36; Num 11:1-35; Prov 3:19-35; Prov 4:1-9; Isa 40:1-8; Job 25:1-6; Job 26:1-14
Psalms,Ps,55,1,2,19.55:1-2,Ps 55:1-2,Ps 55:1-2,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,matins_psalm,19.55:1-2,Ps 55:1-2
Mark,Mark,10,1,12,41.10:1-12,Mark 10:1-12,Mark 10:1-12,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,matins_gospel,41.10:1-12,Mark 10:1-12
Romans,Rom,4,14,25,45.4:14-25*,Rom 4:14-25,Rom 4:14-25,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,liturgy_pauline,45.4:14-25*@+45.5:1-5,Rom 4:14-25; Rom 5:1-5
Romans,Rom,5,1,5,45.5:1-5,Rom 5:1-5,Rom 5:1-5,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,liturgy_pauline,45.4:14-25*@+45.5:1-5,Rom 4:14-25; Rom 5:1-5
1 Peter,1Pet,4,12,19,60.4:12-19,1Pet 4:12-19,1Pet 4:12-19,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,liturgy_catholic,60.4:12-19,1Pet 4:12-19
Acts,Acts,11,12,18,44.11:12-18,Acts 11:12-18,Acts 11:12-18,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,liturgy_acts,44.11:12-18,Acts 11:12-18
Psalms,Ps,86,13,14,19.86:13-14,Ps 86:13-14,Ps 86:13-14,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,liturgy_psalm,19.86:13-14,Ps 86:13-14
Luke,Lk,13,6,9,42.13:6-9,Lk 13:6-9,Lk 13:6-9,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,liturgy_gospel,42.13:6-9,Lk 13:6-9
Exodus,Exod,8,20,32,2.8:20-32*,Exod 8:20-32,Exod 8:20-32,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,prophecy,2.8:20-32*@+2.9:1-35@23.41:4-14@29.3:9-21@18.28:12-28@20.4:10-19@9.1:1-28*@+9.2:1-21,Exod 8:20-32; Exod 9:1-35; Isa 41:4-14; Joel 3:9-21; Job 28:12-28; Prov 4:10-19; 1Sam 1:1-28; 1Sam 2:1-21
Exodus,Exod,9,1,35,2.9:1-35,Exod 9:1-35,Exod 9:1-35,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,prophecy,2.8:20-32*@+2.9:1-35@23.41:4-14@29.3:9-21@18.28:12-28@20.4:10-19@9.1:1-28*@+9.2:1-21,Exod 8:20-32; Exod 9:1-35; Isa 41:4-14; Joel 3:9-21; Job 28:12-28; Prov 4:10-19; 1Sam 1:1-28; 1Sam 2:1-21
Isaiah,Isa,41,4,14,23.41:4-14,Isa 41:4-14,Isa 41:4-14,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,prophecy,2.8:20-32*@+2.9:1-35@23.41:4-14@29.3:9-21@18.28:12-28@20.4:10-19@9.1:1-28*@+9.2:1-21,Exod 8:20-32; Exod 9:1-35; Isa 41:4-14; Joel 3:9-21; Job 28:12-28; Prov 4:10-19; 1Sam 1:1-28; 1Sam 2:1-21
Joel,Joel,3,9,21,29.3:9-21,Joel 3:9-21,Joel 3:9-21,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,prophecy,2.8:20-32*@+2.9:1-35@23.41:4-14@29.3:9-21@18.28:12-28@20.4:10-19@9.1:1-28*@+9.2:1-21,Exod 8:20-32; Exod 9:1-35; Isa 41:4-14; Joel 3:9-21; Job 28:12-28; Prov 4:10-19; 1Sam 1:1-28; 1Sam 2:1-21
Job,Job,28,12,28,18.28:12-28,Job 28:12-28,Job 28:12-28,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,prophecy,2.8:20-32*@+2.9:1-35@23.41:4-14@29.3:9-21@18.28:12-28@20.4:10-19@9.1:1-28*@+9.2:1-21,Exod 8:20-32; Exod 9:1-35; Isa 41:4-14; Joel 3:9-21; Job 28:12-28; Prov 4:10-19; 1Sam 1:1-28; 1Sam 2:1-21
Proverbs,Prov,4,10,19,20.4:10-19,Prov 4:10-19,Prov 4:10-19,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,prophecy,2.8:20-32*@+2.9:1-35@23.41:4-14@29.3:9-21@18.28:12-28@20.4:10-19@9.1:1-28*@+9.2:1-21,Exod 8:20-32; Exod 9:1-35; Isa 41:4-14; Joel 3:9-21; Job 28:12-28; Prov 4:10-19; 1Sam 1:1-28; 1Sam 2:1-21
1 Samuel,1Sam,1,1,28,9.1:1-28*,1Sam 1:1-28,1Sam 1:1-28,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,prophecy,2.8:20-32*@+2.9:1-35@23.41:4-14@29.3:9-21@18.28:12-28@20.4:10-19@9.1:1-28*@+9.2:1-21,Exod 8:20-32; Exod 9:1-35; Isa 41:4-14; Joel 3:9-21; Job 28:12-28; Prov 4:10-19; 1Sam 1:1-28; 1Sam 2:1-21
1 Samuel,1Sam,2,1,21,9.2:1-21,1Sam 2:1-21,1Sam 2:1-21,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 3,,,,5,3,,Lenten Tune ,,prophecy,2.8:20-32*@+2.9:1-35@23.41:4-14@29.3:9-21@18.28:12-28@20.4:10-19@9.1:1-28*@+9.2:1-21,Exod 8:20-32; Exod 9:1-35; Isa 41:4-14; Joel 3:9-21; Job 28:12-28; Prov 4:10-19; 1Sam 1:1-28; 1Sam 2:1-21
Psalms,Ps,86,14,14,19.86:14-14,Ps 86:14-14,Ps 86:14-14,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 4,,,,5,4,,Lenten Tune ,,matins_psalm,19.86:14-14,Ps 86:14-14
Luke,Lk,9,37,43,42.9:37-43,Lk 9:37-43,Lk 9:37-43,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 4,,,,5,4,,Lenten Tune ,,matins_gospel,42.9:37-43,Lk 9:37-43
1 Corinthians,1Cor,10,14,33,46.10:14-33*,1Cor 10:14-33,1Cor 10:14-33,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 4,,,,5,4,,Lenten Tune ,,liturgy_pauline,46.10:14-33*@+46.11:1,1Cor 10:14-33; 1Cor 11:1
1 Corinthians,1Cor,11,1,1,46.11:1,1Cor 11:1,1Cor 11:1,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 4,,,,5,4,,Lenten Tune ,,liturgy_pauline,46.10:14-33*@+46.11:1,1Cor 10:14-33; 1Cor 11:1
1 Peter,1Pet,1,2,8,60.1:2-8,1Pet 1:2-8,1Pet 1:2-8,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 4,,,,5,4,,Lenten Tune ,,liturgy_catholic,60.1:2-8,1Pet 1:2-8
Acts,Acts,21,5,14,44.21:5-14,Acts 21:5-14,Acts 21:5-14,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 4,,,,5,4,,Lenten Tune ,,liturgy_acts,44.21:5-14,Acts 21:5-14
Psalms,Ps,86,17,17,19.86:17-17,Ps 86:17-17,Ps 86:17-17,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 4,,,,5,4,,Lenten Tune ,,liturgy_psalm,19.86:17-17,Ps 86:17-17
Luke,Lk,13,10,17,42.13:10-17,Lk 13:10-17,Lk 13:10-17,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 4,,,,5,4,,Lenten Tune ,,liturgy_gospel,42.13:10-17,Lk 13:10-17
Isaiah,Isa,42,5,16,23.42:5-16,Isa 42:5-16,Isa 42:5-16,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 4,,,,5,4,,Lenten Tune ,,prophecy,23.42:5-16@20.4:20-27@18.29:2-20@9.3:1-20,Isa 42:5-16; Prov 4:20-27; Job 29:2-20; 1Sam 3:1-20
Proverbs,Prov,4,20,27,20.4:20-27,Prov 4:20-27,Prov 4:20-27,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 4,,,,5,4,,Lenten Tune ,,prophecy,23.42:5-16@20.4:20-27@18.29:2-20@9.3:1-20,Isa 42:5-16; Prov 4:20-27; Job 29:2-20; 1Sam 3:1-20
Job,Job,29,2,20,18.29:2-20,Job 29:2-20,Job 29:2-20,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 4,,,,5,4,,Lenten Tune ,,prophecy,23.42:5-16@20.4:20-27@18.29:2-20@9.3:1-20,Isa 42:5-16; Prov 4:20-27; Job 29:2-20; 1Sam 3:1-20
1 Samuel,1Sam,3,1,20,9.3:1-20,1Sam 3:1-20,1Sam 3:1-20,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 4,,,,5,4,,Lenten Tune ,,prophecy,23.42:5-16@20.4:20-27@18.29:2-20@9.3:1-20,Isa 42:5-16; Prov 4:20-27; Job 29:2-20; 1Sam 3:1-20
Psalms,Ps,86,9,10,19.86:9-10,Ps 86:9-10,Ps 86:9-10,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,matins_psalm,19.86:9-10,Ps 86:9-10
Mark,Mark,12,28,34,41.12:28-34,Mark 12:28-34,Mark 12:28-34,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,matins_gospel,41.12:28-34,Mark 12:28-34
Hebrews,Heb,12,5,16,58.12:5-16,Heb 12:5-16,Heb 12:5-16,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,liturgy_pauline,58.12:5-16,Heb 12:5-16
1 Peter,1Pet,4,15,19,60.4:15-19*,1Pet 4:15-19,1Pet 4:15-19,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,liturgy_catholic,60.4:15-19*@+60.5:1-5,1Pet 4:15-19; 1Pet 5:1-5
1 Peter,1Pet,5,1,5,60.5:1-5,1Pet 5:1-5,1Pet 5:1-5,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,liturgy_catholic,60.4:15-19*@+60.5:1-5,1Pet 4:15-19; 1Pet 5:1-5
Acts,Acts,15,36,41,44.15:36-41*,Acts 15:36-41,Acts 15:36-41,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,liturgy_acts,44.15:36-41*@+44.16:1-3,Acts 15:36-41; Acts 16:1-3
Acts,Acts,16,1,3,44.16:1-3,Acts 16:1-3,Acts 16:1-3,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,liturgy_acts,44.15:36-41*@+44.16:1-3,Acts 15:36-41; Acts 16:1-3
Psalms,Ps,138,1,2,19.138:1-2,Ps 138:1-2,Ps 138:1-2,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,liturgy_psalm,19.138:1-2,Ps 138:1-2
John,Jn,8,21,27,43.8:21-27,Jn 8:21-27,Jn 8:21-27,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,liturgy_gospel,43.8:21-27,Jn 8:21-27
Deuteronomy,Deut,11,29,32,5.11:29-32*,Deut 11:29-32,Deut 11:29-32,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,prophecy,5.11:29-32*@+5.12:1-27@11.17:2-24@20.5:1-12@23.43:1-9@18.30:9-31*@+18.32:1-5,Deut 11:29-32; Deut 12:1-27; 1Kgs 17:2-24; Prov 5:1-12; Isa 43:1-9; Job 30:9-31; Job 32:1-5
Deuteronomy,Deut,12,1,27,5.12:1-27,Deut 12:1-27,Deut 12:1-27,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,prophecy,5.11:29-32*@+5.12:1-27@11.17:2-24@20.5:1-12@23.43:1-9@18.30:9-31*@+18.32:1-5,Deut 11:29-32; Deut 12:1-27; 1Kgs 17:2-24; Prov 5:1-12; Isa 43:1-9; Job 30:9-31; Job 32:1-5
1 Kings,1Kgs,17,2,24,11.17:2-24,1Kgs 17:2-24,1Kgs 17:2-24,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,prophecy,5.11:29-32*@+5.12:1-27@11.17:2-24@20.5:1-12@23.43:1-9@18.30:9-31*@+18.32:1-5,Deut 11:29-32; Deut 12:1-27; 1Kgs 17:2-24; Prov 5:1-12; Isa 43:1-9; Job 30:9-31; Job 32:1-5
Proverbs,Prov,5,1,12,20.5:1-12,Prov 5:1-12,Prov 5:1-12,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,prophecy,5.11:29-32*@+5.12:1-27@11.17:2-24@20.5:1-12@23.43:1-9@18.30:9-31*@+18.32:1-5,Deut 11:29-32; Deut 12:1-27; 1Kgs 17:2-24; Prov 5:1-12; Isa 43:1-9; Job 30:9-31; Job 32:1-5
Isaiah,Isa,43,1,9,23.43:1-9,Isa 43:1-9,Isa 43:1-9,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,prophecy,5.11:29-32*@+5.12:1-27@11.17:2-24@20.5:1-12@23.43:1-9@18.30:9-31*@+18.32:1-5,Deut 11:29-32; Deut 12:1-27; 1Kgs 17:2-24; Prov 5:1-12; Isa 43:1-9; Job 30:9-31; Job 32:1-5
Job,Job,30,9,31,18.30:9-31*,Job 30:9-31,Job 30:9-31,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,prophecy,5.11:29-32*@+5.12:1-27@11.17:2-24@20.5:1-12@23.43:1-9@18.30:9-31*@+18.32:1-5,Deut 11:29-32; Deut 12:1-27; 1Kgs 17:2-24; Prov 5:1-12; Isa 43:1-9; Job 30:9-31; Job 32:1-5
Job,Job,32,1,5,18.32:1-5,Job 32:1-5,Job 32:1-5,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 5,,,,5,5,,Lenten Tune ,,prophecy,5.11:29-32*@+5.12:1-27@11.17:2-24@20.5:1-12@23.43:1-9@18.30:9-31*@+18.32:1-5,Deut 11:29-32; Deut 12:1-27; 1Kgs 17:2-24; Prov 5:1-12; Isa 43:1-9; Job 30:9-31; Job 32:1-5
Psalms,Ps,65,2,3,19.65:2-3,Ps 65:2-3,Ps 65:2-3,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 6,,,,5,6,,Lenten Tune ,,matins_psalm,19.65:2-3,Ps 65:2-3
Luke,Lk,15,3,10,42.15:3-10,Lk 15:3-10,Lk 15:3-10,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 6,,,,5,6,,Lenten Tune ,,matins_gospel,42.15:3-10,Lk 15:3-10
Galatians,Gal,5,16,26,48.5:16-26*,Gal 5:16-26,Gal 5:16-26,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 6,,,,5,6,,Lenten Tune ,,liturgy_pauline,48.5:16-26*@+48.6:1-2,Gal 5:16-26; Gal 6:1-2
Galatians,Gal,6,1,2,48.6:1-2,Gal 6:1-2,Gal 6:1-2,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 6,,,,5,6,,Lenten Tune ,,liturgy_pauline,48.5:16-26*@+48.6:1-2,Gal 5:16-26; Gal 6:1-2
James,James,5,7,11,59.5:7-11,James 5:7-11,James 5:7-11,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 6,,,,5,6,,Lenten Tune ,,liturgy_catholic,59.5:7-11,James 5:7-11
Acts,Acts,26,1,18,44.26:1-18,Acts 26:1-18,Acts 26:1-18,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 6,,,,5,6,,Lenten Tune ,,liturgy_acts,44.26:1-18,Acts 26:1-18
Psalms,Ps,143,1,2,19.143:1-2,Ps 143:1-2,Ps 143:1-2,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 6,,,,5,6,,Lenten Tune ,,liturgy_psalm,19.143:1-2,Ps 143:1-2
Matthew,Matt,23,13,39,40.23:13-39,Matt 23:13-39,Matt 23:13-39,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 6,,,,5,6,,Lenten Tune ,,liturgy_gospel,40.23:13-39,Matt 23:13-39
Psalms,Ps,39,12,12,19.39:12-12,Ps 39:12-12,Ps 39:12-12,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 0,,,,5,0,,Lenten Tune - Abstinence,,vespers_psalm,19.39:12-12,Ps 39:12-12
Luke,Lk,18,1,8,42.18:1-8,Lk 18:1-8,Lk 18:1-8,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 0,,,,5,0,,Lenten Tune - Abstinence,,vespers_gospel,42.18:1-8,Lk 18:1-8
Psalms,Ps,102,1,1,"19.102:1,2,12",Ps 102:1,Ps 102:1,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 0,,,,5,0,,Lenten Tune - Abstinence,,matins_psalm,"19.102:1,2,12","Ps 102:1,2,12"
Psalms,Ps,102,2,2,"19.102:1,2,12",Ps 102:2,Ps 102:2,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 0,,,,5,0,,Lenten Tune - Abstinence,,matins_psalm,"19.102:1,2,12","Ps 102:1,2,12"
Psalms,Ps,102,12,12,"19.102:1,2,12",Ps 102:12,Ps 102:12,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 0,,,,5,0,,Lenten Tune - Abstinence,,matins_psalm,"19.102:1,2,12","Ps 102:1,2,12"
Matthew,Matt,21,33,46,40.21:33-46,Matt 21:33-46,Matt 21:33-46,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 0,,,,5,0,,Lenten Tune - Abstinence,,matins_gospel,40.21:33-46,Matt 21:33-46
2 Thessalonians,2Thess,2,1,17,53.2:1-17,2Thess 2:1-17,2Thess 2:1-17,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 0,,,,5,0,,Lenten Tune - Abstinence,,liturgy_pauline,53.2:1-17,2Thess 2:1-17
2 Peter,2Pet,3,1,18,61.3:1-18,2Pet 3:1-18,2Pet 3:1-18,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 0,,,,5,0,,Lenten Tune - Abstinence,,liturgy_catholic,61.3:1-18,2Pet 3:1-18
Acts,Acts,26,19,32,44.26:19-32*,Acts 26:19-32,Acts 26:19-32,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 0,,,,5,0,,Lenten Tune - Abstinence,,liturgy_acts,44.26:19-32*@+44.27:1-8,Acts 26:19-32; Acts 27:1-8
Acts,Acts,27,1,8,44.27:1-8,Acts 27:1-8,Acts 27:1-8,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 0,,,,5,0,,Lenten Tune - Abstinence,,liturgy_acts,44.26:19-32*@+44.27:1-8,Acts 26:19-32; Acts 27:1-8
Psalms,Ps,33,5,6,19.33:5-6,Ps 33:5-6,Ps 33:5-6,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 0,,,,5,0,,Lenten Tune - Abstinence,,liturgy_psalm,19.33:5-6,Ps 33:5-6
John,Jn,5,1,18,43.5:1-18,Jn 5:1-18,Jn 5:1-18,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 5 day_of_week 0,,,,5,0,,Lenten Tune - Abstinence,,liturgy_gospel,43.5:1-18,Jn 5:1-18
Psalms,Ps,38,9,9,19.38:9-9,Ps 38:9-9,Ps 38:9-9,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 6 day_of_week 1,,,,6,1,,Festal Tune - Abstinence,,matins_psalm,19.38:9-9,Ps 38:9-9
Mark,Mark,12,1,12,41.12:1-12,Mark 12:1-12,Mark 12:1-12,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 6 day_of_week 1,,,,6,1,,Festal Tune - Abstinence,,matins_gospel,41.12:1-12,Mark 12:1-12
1 Thessalonians,1Thess,4,1,18,52.4:1-18,1Thess 4:1-18,1Thess 4:1-18,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 6 day_of_week 1,,,,6,1,,Festal Tune - Abstinence,,liturgy_pauline,52.4:1-18,1Thess 4:1-18
James,James,4,7,12,59.4:7-12,James 4:7-12,James 4:7-12,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 6 day_of_week 1,,,,6,1,,Festal Tune - Abstinence,,liturgy_catholic,59.4:7-12,James 4:7-12
Acts,Acts,18,9,18,44.18:9-18,Acts 18:9-18,Acts 18:9-18,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 6 day_of_week 1,,,,6,1,,Festal Tune - Abstinence,,liturgy_acts,44.18:9-18,Acts 18:9-18
Psalms,Ps,35,1,2,19.35:1-2,Ps 35:1-2,Ps 35:1-2,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 6 day_of_week 1,,,,6,1,,Festal Tune - Abstinence,,liturgy_psalm,19.35:1-2,Ps 35:1-2
Luke,Lk,13,1,5,42.13:1-5,Lk 13:1-5,Lk 13:1-5,katameros-api sqlite,GreatLentReadings,Great Lent/Jonah/Nineveh cycle,GreatLent,week 6 day_of_week 1,,,,6,1,,Festal Tune - Abstinence,,liturgy_gospel,42.13:1-5,Lk 13:1-5
