book,book_abbrev,chapter,verse_start,verse_end,raw_segment,normalized_segment,canonical_segment,source,source_table,source_type,cycle,day_key,month_number,month_name,day,week,day_of_week,day_name,season,other,reading_slot,raw_ref,normalized_ref
Psalms,Ps,132,9,9,"19.132:9,10,17,18",Ps 132:9,Ps 132:9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 24,6,Amshir,24,,,,,3/28,matins_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Psalms,Ps,132,10,10,"19.132:9,10,17,18",Ps 132:10,Ps 132:10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 24,6,Amshir,24,,,,,3/28,matins_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Psalms,Ps,132,17,17,"19.132:9,10,17,18",Ps 132:17,Ps 132:17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 24,6,Amshir,24,,,,,3/28,matins_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Psalms,Ps,132,18,18,"19.132:9,10,17,18",Ps 132:18,Ps 132:18,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 24,6,Amshir,24,,,,,3/28,matins_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Luke,Lk,6,17,23,42.6:17-23,Lk 6:17-23,Lk 6:17-23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 24,6,Amshir,24,,,,,3/28,matins_gospel,42.6:17-23,Lk 6:17-23
Hebrews,Heb,7,18,28,58.7:18-28*,Heb 7:18-28,Heb 7:18-28,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 24,6,Amshir,24,,,,,3/28,liturgy_pauline,58.7:18-28*@+58.8:1-13,Heb 7:18-28; Heb 8:1-13
Hebrews,Heb,8,1,13,58.8:1-13,Heb 8:1-13,Heb 8:1-13,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 24,6,Amshir,24,,,,,3/28,liturgy_pauline,58.7:18-28*@+58.8:1-13,Heb 7:18-28; Heb 8:1-13
3 John,3Jn,1,1,14,64.1:1-14,3Jn 1:1-14,3Jn 1:1-14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 24,6,Amshir,24,,,,,3/28,liturgy_catholic,64.1:1-14,3Jn 1:1-14
Acts,Acts,15,36,41,44.15:36-41*,Acts 15:36-41,Acts 15:36-41,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 24,6,Amshir,24,,,,,3/28,liturgy_acts,44.15:36-41*@+44.16:1-5,Acts 15:36-41; Acts 16:1-5
Acts,Acts,16,1,5,44.16:1-5,Acts 16:1-5,Acts 16:1-5,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 24,6,Amshir,24,,,,,3/28,liturgy_acts,44.15:36-41*@+44.16:1-5,Acts 15:36-41; Acts 16:1-5
Psalms,Ps,99,6,7,19.99:6-7,Ps 99:6-7,Ps 99:6-7,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 24,6,Amshir,24,,,,,3/28,liturgy_psalm,19.99:6-7,Ps 99:6-7
John,Jn,16,20,33,43.16:20-33,Jn 16:20-33,Jn 16:20-33,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 24,6,Amshir,24,,,,,3/28,liturgy_gospel,43.16:20-33,Jn 16:20-33
Psalms,Ps,18,34,34,"19.18:34,39",Ps 18:34,Ps 18:34,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 25,6,Amshir,25,,,,,11/20,vespers_psalm,"19.18:34,39","Ps 18:34,39"
Psalms,Ps,18,39,39,"19.18:34,39",Ps 18:39,Ps 18:39,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 25,6,Amshir,25,,,,,11/20,vespers_psalm,"19.18:34,39","Ps 18:34,39"
Matthew,Matt,10,16,23,40.10:16-23,Matt 10:16-23,Matt 10:16-23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 25,6,Amshir,25,,,,,11/20,vespers_gospel,40.10:16-23,Matt 10:16-23
Psalms,Ps,45,3,3,"19.45:3,6",Ps 45:3,Ps 45:3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 25,6,Amshir,25,,,,,11/20,matins_psalm,"19.45:3,6","Ps 45:3,6"
Psalms,Ps,45,6,6,"19.45:3,6",Ps 45:6,Ps 45:6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 25,6,Amshir,25,,,,,11/20,matins_psalm,"19.45:3,6","Ps 45:3,6"
Luke,Lk,7,11,17,42.7:11-17,Lk 7:11-17,Lk 7:11-17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 25,6,Amshir,25,,,,,11/20,matins_gospel,42.7:11-17,Lk 7:11-17
2 Timothy,2Tim,2,3,15,55.2:3-15,2Tim 2:3-15,2Tim 2:3-15,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 25,6,Amshir,25,,,,,11/20,liturgy_pauline,55.2:3-15,2Tim 2:3-15
1 Peter,1Pet,3,8,15,60.3:8-15,1Pet 3:8-15,1Pet 3:8-15,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 25,6,Amshir,25,,,,,11/20,liturgy_catholic,60.3:8-15,1Pet 3:8-15
Acts,Acts,27,42,44,44.27:42-44*,Acts 27:42-44,Acts 27:42-44,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 25,6,Amshir,25,,,,,11/20,liturgy_acts,44.27:42-44*@+44.28:1-6,Acts 27:42-44; Acts 28:1-6
Acts,Acts,28,1,6,44.28:1-6,Acts 28:1-6,Acts 28:1-6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 25,6,Amshir,25,,,,,11/20,liturgy_acts,44.27:42-44*@+44.28:1-6,Acts 27:42-44; Acts 28:1-6
Psalms,Ps,91,13,13,"19.91:13,11",Ps 91:13,Ps 91:13,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 25,6,Amshir,25,,,,,11/20,liturgy_psalm,"19.91:13,11","Ps 91:13,11"
Psalms,Ps,91,11,11,"19.91:13,11",Ps 91:11,Ps 91:11,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 25,6,Amshir,25,,,,,11/20,liturgy_psalm,"19.91:13,11","Ps 91:13,11"
Luke,Lk,10,21,24,42.10:21-24,Lk 10:21-24,Lk 10:21-24,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 25,6,Amshir,25,,,,,11/20,liturgy_gospel,42.10:21-24,Lk 10:21-24
Psalms,Ps,105,14,15,19.105:14-15,Ps 105:14-15,Ps 105:14-15,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 26,6,Amshir,26,,,,,1/8,vespers_psalm,19.105:14-15,Ps 105:14-15
Luke,Lk,11,37,51,42.11:37-51,Lk 11:37-51,Lk 11:37-51,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 26,6,Amshir,26,,,,,1/8,vespers_gospel,42.11:37-51,Lk 11:37-51
Psalms,Ps,105,26,26,"19.105:26,27,45",Ps 105:26,Ps 105:26,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 26,6,Amshir,26,,,,,1/8,matins_psalm,"19.105:26,27,45","Ps 105:26,27,45"
Psalms,Ps,105,27,27,"19.105:26,27,45",Ps 105:27,Ps 105:27,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 26,6,Amshir,26,,,,,1/8,matins_psalm,"19.105:26,27,45","Ps 105:26,27,45"
Psalms,Ps,105,45,45,"19.105:26,27,45",Ps 105:45,Ps 105:45,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 26,6,Amshir,26,,,,,1/8,matins_psalm,"19.105:26,27,45","Ps 105:26,27,45"
Matthew,Matt,17,1,9,40.17:1-9,Matt 17:1-9,Matt 17:1-9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 26,6,Amshir,26,,,,,1/8,matins_gospel,40.17:1-9,Matt 17:1-9
Hebrews,Heb,11,17,27,58.11:17-27,Heb 11:17-27,Heb 11:17-27,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 26,6,Amshir,26,,,,,1/8,liturgy_pauline,58.11:17-27,Heb 11:17-27
2 Peter,2Pet,1,19,21,61.1:19-21*,2Pet 1:19-21,2Pet 1:19-21,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 26,6,Amshir,26,,,,,1/8,liturgy_catholic,61.1:19-21*@+61.2:1-8,2Pet 1:19-21; 2Pet 2:1-8
2 Peter,2Pet,2,1,8,61.2:1-8,2Pet 2:1-8,2Pet 2:1-8,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 26,6,Amshir,26,,,,,1/8,liturgy_catholic,61.1:19-21*@+61.2:1-8,2Pet 1:19-21; 2Pet 2:1-8
Acts,Acts,15,21,29,44.15:21-29,Acts 15:21-29,Acts 15:21-29,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 26,6,Amshir,26,,,,,1/8,liturgy_acts,44.15:21-29,Acts 15:21-29
Psalms,Ps,99,6,7,19.99:6-7,Ps 99:6-7,Ps 99:6-7,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 26,6,Amshir,26,,,,,1/8,liturgy_psalm,19.99:6-7,Ps 99:6-7
Matthew,Matt,23,13,36,40.23:13-36,Matt 23:13-36,Matt 23:13-36,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 26,6,Amshir,26,,,,,1/8,liturgy_gospel,40.23:13-36,Matt 23:13-36
Psalms,Ps,132,9,9,"19.132:9,10,17,18",Ps 132:9,Ps 132:9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,vespers_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Psalms,Ps,132,10,10,"19.132:9,10,17,18",Ps 132:10,Ps 132:10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,vespers_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Psalms,Ps,132,17,17,"19.132:9,10,17,18",Ps 132:17,Ps 132:17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,vespers_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Psalms,Ps,132,18,18,"19.132:9,10,17,18",Ps 132:18,Ps 132:18,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,vespers_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Matthew,Matt,4,23,25,40.4:23-25*,Matt 4:23-25,Matt 4:23-25,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,vespers_gospel,40.4:23-25*@+40.5:1-16,Matt 4:23-25; Matt 5:1-16
Matthew,Matt,5,1,16,40.5:1-16,Matt 5:1-16,Matt 5:1-16,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,vespers_gospel,40.4:23-25*@+40.5:1-16,Matt 4:23-25; Matt 5:1-16
Psalms,Ps,110,4,6,19.110:4-6,Ps 110:4-6,Ps 110:4-6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,matins_psalm,19.110:4-6,Ps 110:4-6
Luke,Lk,6,17,23,42.6:17-23,Lk 6:17-23,Lk 6:17-23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,matins_gospel,42.6:17-23,Lk 6:17-23
2 Timothy,2Tim,3,10,17,55.3:10-17*,2Tim 3:10-17,2Tim 3:10-17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,liturgy_pauline,55.3:10-17*@+55.4:1-22,2Tim 3:10-17; 2Tim 4:1-22
2 Timothy,2Tim,4,1,22,55.4:1-22,2Tim 4:1-22,2Tim 4:1-22,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,liturgy_pauline,55.3:10-17*@+55.4:1-22,2Tim 3:10-17; 2Tim 4:1-22
1 Peter,1Pet,5,1,14,60.5:1-14,1Pet 5:1-14,1Pet 5:1-14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,liturgy_catholic,60.5:1-14,1Pet 5:1-14
Acts,Acts,20,17,38,44.20:17-38,Acts 20:17-38,Acts 20:17-38,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,liturgy_acts,44.20:17-38,Acts 20:17-38
Psalms,Ps,73,23,23,"19.73:23,24,28*",Ps 73:23,Ps 73:23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,liturgy_psalm,"19.73:23,24,28*@+19.9:14","Ps 73:23,24,28; Ps 9:14"
Psalms,Ps,73,24,24,"19.73:23,24,28*",Ps 73:24,Ps 73:24,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,liturgy_psalm,"19.73:23,24,28*@+19.9:14","Ps 73:23,24,28; Ps 9:14"
Psalms,Ps,73,28,28,"19.73:23,24,28*",Ps 73:28,Ps 73:28,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,liturgy_psalm,"19.73:23,24,28*@+19.9:14","Ps 73:23,24,28; Ps 9:14"
Psalms,Ps,9,14,14,19.9:14,Ps 9:14,Ps 9:14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,liturgy_psalm,"19.73:23,24,28*@+19.9:14","Ps 73:23,24,28; Ps 9:14"
John,Jn,10,1,16,43.10:1-16,Jn 10:1-16,Jn 10:1-16,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 27,6,Amshir,27,,,,,3/17,liturgy_gospel,43.10:1-16,Jn 10:1-16
Psalms,Ps,18,34,34,"19.18:34,39",Ps 18:34,Ps 18:34,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 28,6,Amshir,28,,,,,11/20,vespers_psalm,"19.18:34,39","Ps 18:34,39"
Psalms,Ps,18,39,39,"19.18:34,39",Ps 18:39,Ps 18:39,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 28,6,Amshir,28,,,,,11/20,vespers_psalm,"19.18:34,39","Ps 18:34,39"
Matthew,Matt,10,16,23,40.10:16-23,Matt 10:16-23,Matt 10:16-23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 28,6,Amshir,28,,,,,11/20,vespers_gospel,40.10:16-23,Matt 10:16-23
Psalms,Ps,45,3,3,"19.45:3,6",Ps 45:3,Ps 45:3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 28,6,Amshir,28,,,,,11/20,matins_psalm,"19.45:3,6","Ps 45:3,6"
Psalms,Ps,45,6,6,"19.45:3,6",Ps 45:6,Ps 45:6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 28,6,Amshir,28,,,,,11/20,matins_psalm,"19.45:3,6","Ps 45:3,6"
Luke,Lk,7,11,17,42.7:11-17,Lk 7:11-17,Lk 7:11-17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 28,6,Amshir,28,,,,,11/20,matins_gospel,42.7:11-17,Lk 7:11-17
2 Timothy,2Tim,2,3,15,55.2:3-15,2Tim 2:3-15,2Tim 2:3-15,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 28,6,Amshir,28,,,,,11/20,liturgy_pauline,55.2:3-15,2Tim 2:3-15
1 Peter,1Pet,3,8,15,60.3:8-15,1Pet 3:8-15,1Pet 3:8-15,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 28,6,Amshir,28,,,,,11/20,liturgy_catholic,60.3:8-15,1Pet 3:8-15
Acts,Acts,27,42,44,44.27:42-44*,Acts 27:42-44,Acts 27:42-44,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 28,6,Amshir,28,,,,,11/20,liturgy_acts,44.27:42-44*@+44.28:1-6,Acts 27:42-44; Acts 28:1-6
Acts,Acts,28,1,6,44.28:1-6,Acts 28:1-6,Acts 28:1-6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 28,6,Amshir,28,,,,,11/20,liturgy_acts,44.27:42-44*@+44.28:1-6,Acts 27:42-44; Acts 28:1-6
Psalms,Ps,91,13,13,"19.91:13,11",Ps 91:13,Ps 91:13,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 28,6,Amshir,28,,,,,11/20,liturgy_psalm,"19.91:13,11","Ps 91:13,11"
Psalms,Ps,91,11,11,"19.91:13,11",Ps 91:11,Ps 91:11,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 28,6,Amshir,28,,,,,11/20,liturgy_psalm,"19.91:13,11","Ps 91:13,11"
Luke,Lk,10,21,24,42.10:21-24,Lk 10:21-24,Lk 10:21-24,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 28,6,Amshir,28,,,,,11/20,liturgy_gospel,42.10:21-24,Lk 10:21-24
Psalms,Ps,19,1,1,"19.19:1,4",Ps 19:1,Ps 19:1,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 29,6,Amshir,29,,,,,5/4,vespers_psalm,"19.19:1,4","Ps 19:1,4"
Psalms,Ps,19,4,4,"19.19:1,4",Ps 19:4,Ps 19:4,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 29,6,Amshir,29,,,,,5/4,vespers_psalm,"19.19:1,4","Ps 19:1,4"
John,Jn,15,7,16,43.15:7-16,Jn 15:7-16,Jn 15:7-16,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 29,6,Amshir,29,,,,,5/4,vespers_gospel,43.15:7-16,Jn 15:7-16
Psalms,Ps,45,1,2,19.45:1-2,Ps 45:1-2,Ps 45:1-2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 29,6,Amshir,29,,,,,5/4,matins_psalm,19.45:1-2,Ps 45:1-2
John,Jn,1,1,17,43.1:1-17,Jn 1:1-17,Jn 1:1-17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 29,6,Amshir,29,,,,,5/4,matins_gospel,43.1:1-17,Jn 1:1-17
Romans,Rom,10,4,18,45.10:4-18,Rom 10:4-18,Rom 10:4-18,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 29,6,Amshir,29,,,,,5/4,liturgy_pauline,45.10:4-18,Rom 10:4-18
1 John,1Jn,1,1,10,62.1:1-10*,1Jn 1:1-10,1Jn 1:1-10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 29,6,Amshir,29,,,,,5/4,liturgy_catholic,62.1:1-10*@+62.2:1-6,1Jn 1:1-10; 1Jn 2:1-6
1 John,1Jn,2,1,6,62.2:1-6,1Jn 2:1-6,1Jn 2:1-6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 29,6,Amshir,29,,,,,5/4,liturgy_catholic,62.1:1-10*@+62.2:1-6,1Jn 1:1-10; 1Jn 2:1-6
Acts,Acts,3,1,16,44.3:1-16,Acts 3:1-16,Acts 3:1-16,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 29,6,Amshir,29,,,,,5/4,liturgy_acts,44.3:1-16,Acts 3:1-16
Psalms,Ps,139,17,18,19.139:17-18,Ps 139:17-18,Ps 139:17-18,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 29,6,Amshir,29,,,,,5/4,liturgy_psalm,19.139:17-18,Ps 139:17-18
John,Jn,21,15,25,43.21:15-25,Jn 21:15-25,Jn 21:15-25,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 29,6,Amshir,29,,,,,5/4,liturgy_gospel,43.21:15-25,Jn 21:15-25
Psalms,Ps,40,2,3,19.40:2-3,Ps 40:2-3,Ps 40:2-3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 30,6,Amshir,30,,,,,9/2,vespers_psalm,19.40:2-3,Ps 40:2-3
Matthew,Matt,7,22,25,40.7:22-25,Matt 7:22-25,Matt 7:22-25,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 30,6,Amshir,30,,,,,9/2,vespers_gospel,40.7:22-25,Matt 7:22-25
Psalms,Ps,89,24,24,"19.89:24,19",Ps 89:24,Ps 89:24,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 30,6,Amshir,30,,,,,9/2,matins_psalm,"19.89:24,19","Ps 89:24,19"
Psalms,Ps,89,19,19,"19.89:24,19",Ps 89:19,Ps 89:19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 30,6,Amshir,30,,,,,9/2,matins_psalm,"19.89:24,19","Ps 89:24,19"
Luke,Lk,13,23,30,42.13:23-30,Lk 13:23-30,Lk 13:23-30,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 30,6,Amshir,30,,,,,9/2,matins_gospel,42.13:23-30,Lk 13:23-30
1 Corinthians,1Cor,3,1,8,46.3:1-8,1Cor 3:1-8,1Cor 3:1-8,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 30,6,Amshir,30,,,,,9/2,liturgy_pauline,46.3:1-8,1Cor 3:1-8
2 Peter,2Pet,1,1,11,61.1:1-11,2Pet 1:1-11,2Pet 1:1-11,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 30,6,Amshir,30,,,,,9/2,liturgy_catholic,61.1:1-11,2Pet 1:1-11
Acts,Acts,15,13,29,44.15:13-29,Acts 15:13-29,Acts 15:13-29,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 30,6,Amshir,30,,,,,9/2,liturgy_acts,44.15:13-29,Acts 15:13-29
Psalms,Ps,61,1,3,19.61:1-3,Ps 61:1-3,Ps 61:1-3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 30,6,Amshir,30,,,,,9/2,liturgy_psalm,19.61:1-3,Ps 61:1-3
Luke,Lk,14,25,35,42.14:25-35,Lk 14:25-35,Lk 14:25-35,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Amshir 30,6,Amshir,30,,,,,9/2,liturgy_gospel,42.14:25-35,Lk 14:25-35
Psalms,Ps,4,3,3,"19.4:3,6,7",Ps 4:3,Ps 4:3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 1,7,Baramhat,1,,,,,3/22,vespers_psalm,"19.4:3,6,7","Ps 4:3,6,7"
Psalms,Ps,4,6,6,"19.4:3,6,7",Ps 4:6,Ps 4:6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 1,7,Baramhat,1,,,,,3/22,vespers_psalm,"19.4:3,6,7","Ps 4:3,6,7"
Psalms,Ps,4,7,7,"19.4:3,6,7",Ps 4:7,Ps 4:7,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 1,7,Baramhat,1,,,,,3/22,vespers_psalm,"19.4:3,6,7","Ps 4:3,6,7"
Matthew,Matt,10,24,33,40.10:24-33,Matt 10:24-33,Matt 10:24-33,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 1,7,Baramhat,1,,,,,3/22,vespers_gospel,40.10:24-33,Matt 10:24-33
Psalms,Ps,113,1,2,19.113:1-2,Ps 113:1-2,Ps 113:1-2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 1,7,Baramhat,1,,,,,3/22,matins_psalm,19.113:1-2,Ps 113:1-2
Mark,Mark,8,34,38,41.8:34-38*,Mark 8:34-38,Mark 8:34-38,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 1,7,Baramhat,1,,,,,3/22,matins_gospel,41.8:34-38*@+41.9:1,Mark 8:34-38; Mark 9:1
Mark,Mark,9,1,1,41.9:1,Mark 9:1,Mark 9:1,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 1,7,Baramhat,1,,,,,3/22,matins_gospel,41.8:34-38*@+41.9:1,Mark 8:34-38; Mark 9:1
Romans,Rom,8,14,27,45.8:14-27,Rom 8:14-27,Rom 8:14-27,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 1,7,Baramhat,1,,,,,3/22,liturgy_pauline,45.8:14-27,Rom 8:14-27
1 Peter,1Pet,2,11,17,60.2:11-17,1Pet 2:11-17,1Pet 2:11-17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 1,7,Baramhat,1,,,,,3/22,liturgy_catholic,60.2:11-17,1Pet 2:11-17
Acts,Acts,19,11,20,44.19:11-20,Acts 19:11-20,Acts 19:11-20,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 1,7,Baramhat,1,,,,,3/22,liturgy_acts,44.19:11-20,Acts 19:11-20
Psalms,Ps,66,12,14,19.66:12-14,Ps 66:12-14,Ps 66:12-14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 1,7,Baramhat,1,,,,,3/22,liturgy_psalm,19.66:12-14,Ps 66:12-14
Luke,Lk,21,12,19,42.21:12-19,Lk 21:12-19,Lk 21:12-19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 1,7,Baramhat,1,,,,,3/22,liturgy_gospel,42.21:12-19,Lk 21:12-19
Psalms,Ps,89,19,21,19.89:19-21,Ps 89:19-21,Ps 89:19-21,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 2,7,Baramhat,2,,,,,3/28,vespers_psalm,19.89:19-21,Ps 89:19-21
Matthew,Matt,10,34,42,40.10:34-42,Matt 10:34-42,Matt 10:34-42,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 2,7,Baramhat,2,,,,,3/28,vespers_gospel,40.10:34-42,Matt 10:34-42
Psalms,Ps,132,9,9,"19.132:9,10,17,18",Ps 132:9,Ps 132:9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 2,7,Baramhat,2,,,,,3/28,matins_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Psalms,Ps,132,10,10,"19.132:9,10,17,18",Ps 132:10,Ps 132:10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baramhat 2,7,Baramhat,2,,,,,3/28,matins_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
