study_slug,testament,book,chapter,study_passages,matched_reading_ref,identity_key,occasion_id,occasion_short_label,collection_type,season,service,hour,slot,bridge_basis,confidence,status,attesting_edition,hour_theme,homily_ref,occurrence_count_for_this_passage
deuteronomy-9-10-stubbornness-intercession-and-the-circumcised-heart,Old Testament,Deuteronomy,9,Deuteronomy 9; Deuteronomy 10,Deut 9:1-4,rid_313e713f35e72fa5dde0,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
deuteronomy-9-10-stubbornness-intercession-and-the-circumcised-heart,Old Testament,Deuteronomy,9,Deuteronomy 9; Deuteronomy 10,Deut 10:12-22,rid_59874404fceeca3c586b,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
deuteronomy-9-10-stubbornness-intercession-and-the-circumcised-heart,Old Testament,Deuteronomy,9,Deuteronomy 9; Deuteronomy 10,Deut 9:7-29,rid_cf9d67f7ed02f97e5257,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
deuteronomy-9-10-stubbornness-intercession-and-the-circumcised-heart,Old Testament,Deuteronomy,9,Deuteronomy 9; Deuteronomy 10,Deut 10:1-11,rid_ef69533e9d38eeed9bb7,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
exodus-11-the-final-plague-announced,Old Testament,Exodus,11,Exodus 11,Exod 11:1-10,rid_73ae3759a173021657df,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
exodus-12-passover-blood-and-the-exodus,Old Testament,Exodus,12,Exodus 12,Exod 12:1-14,rid_dd697f19c7c258dea773,good-friday,Good Friday,,Pascha / Holy Week,Eleventh Hour,Eleventh Hour,Prophecy,missing,,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text",the late call to repentance and mercy,,1
exodus-13-consecration-unleavened-bread-and-the-cloud,Old Testament,Exodus,13,Exodus 13,Exod 13:17-22,rid_3a7b3b128117ad907040,wednesday,Wednesday,,Pascha / Holy Week,Third Hour,Third Hour,OT1,missing,,current_confirmed_by_fixture_equivalence,local repo snapshot of pierresaid Katameros API SQLite database,the descent of the Holy Spirit and the trial of the heart,,1
exodus-13-consecration-unleavened-bread-and-the-cloud,Old Testament,Exodus,13,Exodus 13,Exod 13:17-22,rid_3a7b3b128117ad907040,wednesday-of-holy-pascha,Wednesday of Holy Pascha,,Pascha / Holy Week,Third Hour,Third Hour,prophecy,missing,,current_confirmed_coptic_reader,"manual Coptic Reader fixture supplied by George, 2026-06-15",the descent of the Holy Spirit and the trial of the heart,,1
exodus-13-consecration-unleavened-bread-and-the-pillar,Old Testament,Exodus,13,Exodus 13,Exod 13:17-22,rid_3a7b3b128117ad907040,wednesday,Wednesday,,Pascha / Holy Week,Third Hour,Third Hour,OT1,missing,,current_confirmed_by_fixture_equivalence,local repo snapshot of pierresaid Katameros API SQLite database,the descent of the Holy Spirit and the trial of the heart,,1
exodus-13-consecration-unleavened-bread-and-the-pillar,Old Testament,Exodus,13,Exodus 13,Exod 13:17-22,rid_3a7b3b128117ad907040,wednesday-of-holy-pascha,Wednesday of Holy Pascha,,Pascha / Holy Week,Third Hour,Third Hour,prophecy,missing,,current_confirmed_coptic_reader,"manual Coptic Reader fixture supplied by George, 2026-06-15",the descent of the Holy Spirit and the trial of the heart,,1
exodus-14-15-the-red-sea-crossing-and-the-song-of-moses,Old Testament,Exodus,14,Exodus 14; Exodus 15,Exod 15:23-16:3,rid_5d8c3d9ac563f4f03e39,great-thursday,Great Thursday,,Pascha / Holy Week,First Hour,First Hour,Prophecy,missing,,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text",the beginning of the day and watchfulness,,1
exodus-14-15-the-red-sea-crossing-and-the-song-of-moses,Old Testament,Exodus,14,Exodus 14; Exodus 15,Exod 15:22-16:3,rid_7397ed77b1c667a984cd,great-thursday,Great Thursday,,Pascha / Holy Week,First Hour,First Hour,OT2,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
exodus-14-15-the-red-sea-crossing-and-the-song-of-moses,Old Testament,Exodus,14,Exodus 14; Exodus 15,Exod 14:13-15:1,rid_ffbd3a8ab8e47edbca9d,wednesday,Wednesday,,Pascha / Holy Week,Sixth Hour,Sixth Hour,OT1,missing,,current_confirmed_by_fixture_equivalence,local repo snapshot of pierresaid Katameros API SQLite database,the Cross and the Lord's willing suffering,,1
exodus-14-15-the-red-sea-crossing-and-the-song-of-moses,Old Testament,Exodus,14,Exodus 14; Exodus 15,Exod 14:13-15:1,rid_ffbd3a8ab8e47edbca9d,wednesday-of-holy-pascha,Wednesday of Holy Pascha,,Pascha / Holy Week,Sixth Hour,Sixth Hour,prophecy,missing,,current_confirmed_coptic_reader,"manual Coptic Reader fixture supplied by George, 2026-06-15",the Cross and the Lord's willing suffering,,1
exodus-14-the-red-sea-crossing,Old Testament,Exodus,14,Exodus 14,Exod 14:13-15:1,rid_ffbd3a8ab8e47edbca9d,wednesday,Wednesday,,Pascha / Holy Week,Sixth Hour,Sixth Hour,OT1,missing,,current_confirmed_by_fixture_equivalence,local repo snapshot of pierresaid Katameros API SQLite database,the Cross and the Lord's willing suffering,,1
exodus-14-the-red-sea-crossing,Old Testament,Exodus,14,Exodus 14,Exod 14:13-15:1,rid_ffbd3a8ab8e47edbca9d,wednesday-of-holy-pascha,Wednesday of Holy Pascha,,Pascha / Holy Week,Sixth Hour,Sixth Hour,prophecy,missing,,current_confirmed_coptic_reader,"manual Coptic Reader fixture supplied by George, 2026-06-15",the Cross and the Lord's willing suffering,,1
exodus-15-song-of-moses-and-bitter-waters,Old Testament,Exodus,15,Exodus 15,Exod 15:23-16:3,rid_5d8c3d9ac563f4f03e39,great-thursday,Great Thursday,,Pascha / Holy Week,First Hour,First Hour,Prophecy,missing,,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text",the beginning of the day and watchfulness,,1
exodus-15-song-of-moses-and-bitter-waters,Old Testament,Exodus,15,Exodus 15,Exod 15:22-16:3,rid_7397ed77b1c667a984cd,great-thursday,Great Thursday,,Pascha / Holy Week,First Hour,First Hour,OT2,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
exodus-15-song-of-moses-and-bitter-waters,Old Testament,Exodus,15,Exodus 15,Exod 14:13-15:1,rid_ffbd3a8ab8e47edbca9d,wednesday,Wednesday,,Pascha / Holy Week,Sixth Hour,Sixth Hour,OT1,missing,,current_confirmed_by_fixture_equivalence,local repo snapshot of pierresaid Katameros API SQLite database,the Cross and the Lord's willing suffering,,1
exodus-15-song-of-moses-and-bitter-waters,Old Testament,Exodus,15,Exodus 15,Exod 14:13-15:1,rid_ffbd3a8ab8e47edbca9d,wednesday-of-holy-pascha,Wednesday of Holy Pascha,,Pascha / Holy Week,Sixth Hour,Sixth Hour,prophecy,missing,,current_confirmed_coptic_reader,"manual Coptic Reader fixture supplied by George, 2026-06-15",the Cross and the Lord's willing suffering,,1
exodus-16-manna-bread-from-heaven,Old Testament,Exodus,16,Exodus 16,Exod 15:23-16:3,rid_5d8c3d9ac563f4f03e39,great-thursday,Great Thursday,,Pascha / Holy Week,First Hour,First Hour,Prophecy,missing,,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text",the beginning of the day and watchfulness,,1
exodus-16-manna-bread-from-heaven,Old Testament,Exodus,16,Exodus 16,Exod 15:22-16:3,rid_7397ed77b1c667a984cd,great-thursday,Great Thursday,,Pascha / Holy Week,First Hour,First Hour,OT2,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
exodus-16-manna-bread-from-heaven-and-sabbath-training,Old Testament,Exodus,16,Exodus 16,Exod 15:23-16:3,rid_5d8c3d9ac563f4f03e39,great-thursday,Great Thursday,,Pascha / Holy Week,First Hour,First Hour,Prophecy,missing,,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text",the beginning of the day and watchfulness,,1
exodus-16-manna-bread-from-heaven-and-sabbath-training,Old Testament,Exodus,16,Exodus 16,Exod 15:22-16:3,rid_7397ed77b1c667a984cd,great-thursday,Great Thursday,,Pascha / Holy Week,First Hour,First Hour,OT2,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
exodus-17-18-water-from-the-rock-amalek-and-shared-leadership,Old Testament,Exodus,17,Exodus 17; Exodus 18,Exod 17:8-16,rid_191a72ac88bd1c4d0822,great-thursday,Great Thursday,,Pascha / Holy Week,First Hour,First Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
exodus-17-18-water-from-the-rock-amalek-and-shared-leadership,Old Testament,Exodus,17,Exodus 17; Exodus 18,Exod 17:1-7,rid_9905be0bd5f113e1fd65,wednesday,Wednesday,,Pascha / Holy Week,First Hour,First Hour,OT1,missing,,current_confirmed_by_fixture_equivalence,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
exodus-17-18-water-from-the-rock-amalek-and-shared-leadership,Old Testament,Exodus,17,Exodus 17; Exodus 18,Exod 17:1-7,rid_9905be0bd5f113e1fd65,wednesday-of-holy-pascha,Wednesday of Holy Pascha,,Pascha / Holy Week,First Hour,First Hour,prophecy,missing,,current_confirmed_coptic_reader,"manual Coptic Reader fixture supplied by George, 2026-06-15",the beginning of the day and watchfulness,,1
exodus-17-water-from-the-rock-and-amalek,Old Testament,Exodus,17,Exodus 17,Exod 17:8-16,rid_191a72ac88bd1c4d0822,great-thursday,Great Thursday,,Pascha / Holy Week,First Hour,First Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
exodus-17-water-from-the-rock-and-amalek,Old Testament,Exodus,17,Exodus 17,Exod 17:1-7,rid_9905be0bd5f113e1fd65,wednesday,Wednesday,,Pascha / Holy Week,First Hour,First Hour,OT1,missing,,current_confirmed_by_fixture_equivalence,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
exodus-17-water-from-the-rock-and-amalek,Old Testament,Exodus,17,Exodus 17,Exod 17:1-7,rid_9905be0bd5f113e1fd65,wednesday-of-holy-pascha,Wednesday of Holy Pascha,,Pascha / Holy Week,First Hour,First Hour,prophecy,missing,,current_confirmed_coptic_reader,"manual Coptic Reader fixture supplied by George, 2026-06-15",the beginning of the day and watchfulness,,1
exodus-19-sinai-and-the-priestly-people,Old Testament,Exodus,19,Exodus 19,Exod 19:1-9,rid_2ef423835894cc5bd95c,tuesday,Tuesday,,Pascha / Holy Week,First Hour,First Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
exodus-2-moses-hidden-drawn-out-and-exiled,Old Testament,Exodus,2,Exodus 2,Exod 2:23-25,rid_1f515c152ce04fcd17a8,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
exodus-2-moses-hidden-drawn-out-and-exiled,Old Testament,Exodus,2,Exodus 2,Exod 2:11-20,rid_372e8e5c46f977c30bf3,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
exodus-3-research-notes,Old Testament,Exodus,3,Exodus 3,Exod 3:6-14,rid_6f8e2fb74e16b0889616,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
exodus-3-research-notes,Old Testament,Exodus,3,Exodus 3,Exod 3:1-5,rid_e3e6cd74db3d8ad86c02,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
exodus-3-the-burning-bush-and-the-name-of-god,Old Testament,Exodus,3,Exodus 3,Exod 3:6-14,rid_6f8e2fb74e16b0889616,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
exodus-3-the-burning-bush-and-the-name-of-god,Old Testament,Exodus,3,Exodus 3,Exod 3:1-5,rid_e3e6cd74db3d8ad86c02,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
exodus-32-the-golden-calf,Old Testament,Exodus,32,Exodus 32,Exod 32:30-33:5,rid_358e39ca423031cc9ba2,great-thursday,Great Thursday,,Pascha / Holy Week,Third Hour,Third Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the descent of the Holy Spirit and the trial of the heart,,1
exodus-32-the-golden-calf,Old Testament,Exodus,32,Exodus 32,Exod 32:7-15,rid_98338e5b95a885a3d127,monday,Monday,,Pascha / Holy Week,Sixth Hour,Sixth Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the Cross and the Lord's willing suffering,,1
exodus-33-presence-glory-and-the-friend-of-god,Old Testament,Exodus,33,Exodus 33,Exod 32:30-33:5,rid_358e39ca423031cc9ba2,great-thursday,Great Thursday,,Pascha / Holy Week,Third Hour,Third Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the descent of the Holy Spirit and the trial of the heart,,1
exodus-4-signs-resistance-zipporah-and-return,Old Testament,Exodus,4,Exodus 4,Exod 4:19-31,rid_cfc5de46483130c73bc8,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
exodus-5-6-pharaoh-resists-and-god-reaffirms-covenant,Old Testament,Exodus,5,Exodus 5; Exodus 6,Exod 6:1-13,rid_1d06d1072696b24041f3,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
exodus-5-6-pharaoh-resists-and-god-reaffirms-covenant,Old Testament,Exodus,5,Exodus 5; Exodus 6,Exod 5:1-23,rid_803ec6ce8fc0d2d0dc59,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
exodus-7-8-the-plagues-begin-and-egypts-gods-are-judged,Old Testament,Exodus,7,Exodus 7; Exodus 8,Exod 7:14-25,rid_05376466919d90b38a8b,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,2
exodus-7-8-the-plagues-begin-and-egypts-gods-are-judged,Old Testament,Exodus,7,Exodus 7; Exodus 8,Exod 8:1-19,rid_8afd810d49c0122bd61e,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,2
exodus-7-8-the-plagues-begin-and-egypts-gods-are-judged,Old Testament,Exodus,7,Exodus 7; Exodus 8,Exod 8:20-32,rid_bb89ec31894d97d8b517,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
exodus-7-8-the-plagues-begin-and-egypts-gods-are-judged,Old Testament,Exodus,7,Exodus 7; Exodus 8,Exod 7:2-15,rid_f231e32d73929615cd22,great-thursday,Great Thursday,,Pascha / Holy Week,Sixth Hour,Sixth Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the Cross and the Lord's willing suffering,,1
exodus-9-10-plagues-intensify-and-pharaohs-heart-hardens,Old Testament,Exodus,9,Exodus 9; Exodus 10,Exod 10:1-29,rid_61f275947da2cd492cd4,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
exodus-9-10-plagues-intensify-and-pharaohs-heart-hardens,Old Testament,Exodus,9,Exodus 9; Exodus 10,Exod 9:1-35,rid_bd314b8f07406c2ab5ea,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,,Great Lent,prophecy,,prophecy,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
ezekiel-18-the-soul-that-sins-shall-die,Old Testament,Ezekiel,18,Ezekiel 18,Ezek 18:20-32,rid_9ecc8c399393c3ead32d,great-thursday,Great Thursday,,Pascha / Holy Week,First Hour,First Hour,OT4,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the beginning of the day and watchfulness,,1
ezekiel-19-20-lament-and-rebellious-history,Old Testament,Ezekiel,19,Ezekiel 19; Ezekiel 20,Ezek 20:39-44,rid_3494c221c851bd7abef8,great-thursday,Great Thursday,,Pascha / Holy Week,Sixth Hour,Sixth Hour,OT2,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the Cross and the Lord's willing suffering,,1
ezekiel-19-20-lament-and-rebellious-history,Old Testament,Ezekiel,19,Ezekiel 19; Ezekiel 20,Ezek 20:27-33,rid_881bb20c0cd652123171,great-thursday-eve,Great Thursday Eve,,Pascha / Holy Week,Ninth Hour,Ninth Hour,Prophecy,missing,,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text",the saving death of Christ and repentance,,1
ezekiel-19-20-lament-and-rebellious-history,Old Testament,Ezekiel,19,Ezekiel 19; Ezekiel 20,Ezek 20:27-33,rid_881bb20c0cd652123171,wednesday-eve,Wednesday Eve,,Pascha / Holy Week,Ninth Hour,Ninth Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the saving death of Christ and repentance,,1
ezekiel-21-22-sword-and-bloodguilt,Old Testament,Ezekiel,21,Ezekiel 21; Ezekiel 22,Ezek 21:3-13,rid_2e7fe759de5c87f9e998,tuesday,Tuesday,,Pascha / Holy Week,Sixth Hour,Sixth Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the Cross and the Lord's willing suffering,,1
ezekiel-21-22-sword-and-bloodguilt,Old Testament,Ezekiel,21,Ezekiel 21; Ezekiel 22,Ezek 21:28-32,rid_a8741a547e4efd582561,good-friday-eve,Good Friday Eve,,Pascha / Holy Week,Ninth Hour,Ninth Hour,Prophecy,missing,,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text",the saving death of Christ and repentance,,1
ezekiel-21-22-sword-and-bloodguilt,Old Testament,Ezekiel,21,Ezekiel 21; Ezekiel 22,Ezek 22:23-28,rid_b938964452264e52d765,great-thursday-eve,Great Thursday Eve,,Pascha / Holy Week,Sixth Hour,Sixth Hour,OT1,missing,,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database,the Cross and the Lord's willing suffering,,1
ezekiel-21-22-sword-and-bloodguilt,Old Testament,Ezekiel,21,Ezekiel 21; Ezekiel 22,Ezek 22:23-28,rid_b938964452264e52d765,wednesday-eve,Wednesday Eve,,Pascha / Holy Week,First Hour,First Hour,Prophecy,missing,,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text",the beginning of the day and watchfulness,,1
